127.0.0.1 - - [11/Oct/2023:15:20:21 +0700] "GET / HTTP/1.1" 404 1074
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:20:22 +0700] "GET /Ebook-App/ HTTP/1.1" 200 11686
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:20:23 +0700] "GET /Ebook-App/all_component/style.css HTTP/1.1" 200 152
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:20:23 +0700] "GET /Ebook-App/book/java.jpg HTTP/1.1" 200 150055
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:20:23 +0700] "GET /Ebook-App/book/sql.jpg HTTP/1.1" 200 174312
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:20:23 +0700] "GET /Ebook-App/book/linux.jpg HTTP/1.1" 200 254742
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:20:23 +0700] "GET /Ebook-App/book/story.jpg HTTP/1.1" 200 162936
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:20:23 +0700] "GET /Ebook-App/book/1.PNG HTTP/1.1" 200 3305341
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:20:23 +0700] "GET /Ebook-App/img/b.webp HTTP/1.1" 200 20762
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:20:24 +0700] "GET /favicon.ico HTTP/1.1" 404 1005
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:20:37 +0700] "GET /Ebook-App/ HTTP/1.1" 200 11686
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:20:45 +0700] "GET /Ebook-App/ HTTP/1.1" 200 11686
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:20:47 +0700] "GET /Ebook-App/ HTTP/1.1" 200 11686
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:25:34 +0700] "GET /Ebook-App/all_recent_book.jsp HTTP/1.1" 200 8493
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:25:34 +0700] "GET /Ebook-App/book/IMG_1376.JPG HTTP/1.1" 200 2060261
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:25:44 +0700] "GET /Ebook-App/all_new_book.jsp HTTP/1.1" 200 7839
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:25:55 +0700] "GET /Ebook-App/all_old_book.jsp HTTP/1.1" 200 4956
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:25:58 +0700] "GET /Ebook-App/all_recent_book.jsp HTTP/1.1" 200 8493
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:28:16 +0700] "GET /Ebook-App/view_books.jsp?bid=9 HTTP/1.1" 200 4911
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:29:04 +0700] "GET /Ebook-App/view_books.jsp?bid=8 HTTP/1.1" 200 4913
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:29:47 +0700] "GET /Ebook-App/index.jsp HTTP/1.1" 200 11686
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:29:56 +0700] "GET /Ebook-App/all_recent_book.jsp HTTP/1.1" 200 8493
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:30:07 +0700] "GET /Ebook-App/setting.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:30:07 +0700] "GET /Ebook-App/login.jsp HTTP/1.1" 200 4931
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:30:17 +0700] "GET /Ebook-App/setting.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:30:17 +0700] "GET /Ebook-App/login.jsp HTTP/1.1" 200 4931
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:30:24 +0700] "GET /Ebook-App/login.jsp? HTTP/1.1" 200 4931
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:30:25 +0700] "GET /Ebook-App/login.jsp? HTTP/1.1" 200 4931
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:30:28 +0700] "GET /Ebook-App/index.jsp HTTP/1.1" 200 11686
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:30:29 +0700] "GET /Ebook-App/index.jsp? HTTP/1.1" 200 11686
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:30:30 +0700] "GET /Ebook-App/index.jsp? HTTP/1.1" 200 11686
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:30:36 +0700] "GET /Ebook-App/login.jsp HTTP/1.1" 200 4931
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:30:40 +0700] "POST /Ebook-App/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:30:40 +0700] "GET /Ebook-App/index.jsp HTTP/1.1" 200 11834
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:30:41 +0700] "GET /Ebook-App/setting.jsp HTTP/1.1" 200 5846
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:30:42 +0700] "GET /Ebook-App/setting.jsp? HTTP/1.1" 200 5846
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:30:44 +0700] "GET /Ebook-App/setting.jsp? HTTP/1.1" 200 5846
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:30:57 +0700] "GET /Ebook-App/sell_book.jsp HTTP/1.1" 200 5194
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:31:02 +0700] "GET /Ebook-App/setting.jsp HTTP/1.1" 200 5846
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:31:04 +0700] "GET /Ebook-App/old_book.jsp HTTP/1.1" 200 4224
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:31:07 +0700] "GET /Ebook-App/setting.jsp HTTP/1.1" 200 5846
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:31:10 +0700] "GET /Ebook-App/edit_profile.jsp HTTP/1.1" 200 5412
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:31:46 +0700] "GET /Ebook-App/setting.jsp HTTP/1.1" 200 5846
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:32:22 +0700] "GET /Ebook-App/logout HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:32:22 +0700] "GET /Ebook-App/login.jsp HTTP/1.1" 200 5015
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:32:26 +0700] "POST /Ebook-App/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:32:26 +0700] "GET /Ebook-App/index.jsp HTTP/1.1" 200 11827
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:32:28 +0700] "GET /Ebook-App/setting.jsp HTTP/1.1" 200 5832
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:32:28 +0700] "GET /Ebook-App/old_book.jsp HTTP/1.1" 200 4217
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:32:34 +0700] "GET /Ebook-App/setting.jsp HTTP/1.1" 200 5832
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:32:41 +0700] "GET /Ebook-App/logout HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:32:41 +0700] "GET /Ebook-App/login.jsp HTTP/1.1" 200 5015
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:32:44 +0700] "GET /Ebook-App/login.jsp HTTP/1.1" 200 4931
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:33:05 +0700] "POST /Ebook-App/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:33:05 +0700] "GET /Ebook-App/index.jsp HTTP/1.1" 200 11834
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:33:07 +0700] "GET /Ebook-App/setting.jsp HTTP/1.1" 200 5846
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:33:10 +0700] "GET /Ebook-App/helpline.jsp HTTP/1.1" 200 4118
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:33:12 +0700] "GET /Ebook-App/helpline.jsp? HTTP/1.1" 200 4118
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:33:14 +0700] "GET /Ebook-App/helpline.jsp? HTTP/1.1" 200 4118
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:33:52 +0700] "GET /Ebook-App/setting.jsp HTTP/1.1" 200 5846
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:33:56 +0700] "GET /Ebook-App/order.jsp HTTP/1.1" 200 5519
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:35:19 +0700] "GET /Ebook-App/setting.jsp HTTP/1.1" 200 5846
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:35:22 +0700] "GET /Ebook-App/checkout.jsp HTTP/1.1" 200 8060
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:35:36 +0700] "GET /Ebook-App/setting.jsp HTTP/1.1" 200 5846
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:35:38 +0700] "GET /Ebook-App/order.jsp HTTP/1.1" 200 5519
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:36:19 +0700] "GET /Ebook-App/setting.jsp HTTP/1.1" 200 5846
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:36:33 +0700] "GET /Ebook-App/setting.jsp HTTP/1.1" 200 5846
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:36:43 +0700] "GET /Ebook-App/setting.jsp HTTP/1.1" 200 5846
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:36:44 +0700] "GET /Ebook-App/setting.jsp HTTP/1.1" 200 5846
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:36:52 +0700] "GET /Ebook-App/all_old_book.jsp HTTP/1.1" 200 5038
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:36:55 +0700] "GET /Ebook-App/setting.jsp HTTP/1.1" 200 5846
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:37:01 +0700] "GET /Ebook-App/logout HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:37:01 +0700] "GET /Ebook-App/login.jsp HTTP/1.1" 200 5015
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:37:53 +0700] "GET /Ebook-App/register.jsp HTTP/1.1" 200 5669
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:38:18 +0700] "GET /Ebook-App/register.jsp HTTP/1.1" 200 5669
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:38:20 +0700] "GET /Ebook-App/register.jsp HTTP/1.1" 200 5669
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:38:22 +0700] "GET /Ebook-App/login.jsp HTTP/1.1" 200 4931
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:38:28 +0700] "POST /Ebook-App/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:38:28 +0700] "GET /Ebook-App/admin/home.jsp HTTP/1.1" 200 6158
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:38:28 +0700] "GET /Ebook-App/admin/style.css HTTP/1.1" 200 144
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:38:34 +0700] "GET /Ebook-App/admin/orders.jsp HTTP/1.1" 200 7548
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:39:04 +0700] "GET /Ebook-App/admin/orders.jsp HTTP/1.1" 200 7548
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:39:13 +0700] "GET /Ebook-App/admin/all_books.jsp HTTP/1.1" 200 8556
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:39:13 +0700] "GET /Ebook-App/book/2.jpg HTTP/1.1" 200 700110
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:39:42 +0700] "GET /Ebook-App/admin/home.jsp HTTP/1.1" 200 6158
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:39:45 +0700] "GET /Ebook-App/admin/home.jsp HTTP/1.1" 200 6158
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:40:48 +0700] "GET /Ebook-App/logout HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:40:48 +0700] "GET /Ebook-App/login.jsp HTTP/1.1" 200 5015
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:40:58 +0700] "GET /Ebook-App/index.jsp HTTP/1.1" 200 11686
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:40:59 +0700] "GET /Ebook-App/all_old_book.jsp HTTP/1.1" 200 4956
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:41:00 +0700] "GET /Ebook-App/all_new_book.jsp HTTP/1.1" 200 7839
0:0:0:0:0:0:0:1 - - [11/Oct/2023:15:41:00 +0700] "GET /Ebook-App/all_recent_book.jsp HTTP/1.1" 200 8493
